Order ID,Order Date,Customer ID,Customer Name,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
CA-2017-151211,8/17/2017,AH-10120,Adrian Hane,Louisville,South,TEC-AC-10004510,Cameras ,Nikon,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,9.816
CA-2017-142671,11/10/2017,DR-12940,Daniel Raglin,Hollywood,South,OFF-BI-10004099,Mobile Phones,iPhone,GBC VeloBinder Strips,11.52,5,-7.68
CA-2017-144750,8/21/2017,DL-13495,Dionis Lloyd,Chandler,West,OFF-PA-10003395,Mobile Phones,Pixel,Xerox 1941,83.88,1,29.358
CA-2016-111976,3/8/2016,BD-11620,Brian DeCherney,Philadelphia,East,TEC-PH-10002890,Cameras ,Sony,AT&T 17929 Lendline Telephone,108.576,4,-25.3344
CA-2016-111976,3/8/2016,BD-11620,Brian DeCherney,Philadelphia,East,OFF-FA-10004968,Mobile Phones,Nokia,Rubber Band Ball,5.984,2,-1.3464
CA-2016-140130,10/31/2016,HW-14935,Helen Wasserman,Tulsa,Central,OFF-SU-10001218,Mobile Phones,Mi,Fiskars Softgrip Scissors,21.96,2,6.1488
CA-2016-140130,10/31/2016,HW-14935,Helen Wasserman,Tulsa,Central,FUR-CH-10002084,Laptops,HP,Hon Mobius Operator's Chair,368.97,3,81.1734
CA-2016-140130,10/31/2016,HW-14935,Helen Wasserman,Tulsa,Central,OFF-AR-10004269,Mobile Phones,LG,Newell 31,12.39,3,3.4692
CA-2016-140130,10/31/2016,HW-14935,Helen Wasserman,Tulsa,Central,OFF-ST-10001128,Mobile Phones,OnePlus,"Carina Mini System Audio Rack, Model AR050B",332.94,3,9.9882
CA-2018-159121,7/26/2018,JO-15145,Jack O'Briant,Draper,West,TEC-AC-10002006,Cameras ,Nikon,Memorex Micro Travel Drive 16 GB,111.93,7,34.6983
CA-2019-149650,10/24/2019,RD-19660,Robert Dilbeck,Oakland,West,FUR-CH-10003956,Laptops,HP,Novimex High-Tech Fabric Mesh Task Chair,454.272,8,-73.8192
CA-2017-115777,8/19/2017,DO-13645,Doug O'Connell,Lawrence,East,OFF-PA-10000552,Mobile Phones,Pixel,Xerox 200,19.44,3,9.3312
CA-2016-143714,5/23/2016,CC-12370,Christopher Conant,Philadelphia,East,TEC-CO-10004722,Cameras ,GoPro,Canon imageCLASS 2200 Advanced Copier,8399.976,4,1119.9968
CA-2016-143714,5/23/2016,CC-12370,Christopher Conant,Philadelphia,East,OFF-BI-10004308,Mobile Phones,iPhone,Avery Legal 4-Ring Binder,6.294,1,-4.196
CA-2016-143714,5/23/2016,CC-12370,Christopher Conant,Philadelphia,East,OFF-PA-10000029,Mobile Phones,Pixel,Xerox 224,10.368,2,3.6288
CA-2016-143714,5/23/2016,CC-12370,Christopher Conant,Philadelphia,East,TEC-PH-10004080,Cameras ,Sony,Avaya 5410 Digital phone,122.382,3,-24.4764
CA-2018-165764,11/3/2018,SH-20395,Shahid Hopkins,Jacksonville,South,OFF-ST-10001558,Mobile Phones,OnePlus,Acco Perma 4000 Stacking OnePlus Drawers,25.984,2,-1.624
CA-2018-165764,11/3/2018,SH-20395,Shahid Hopkins,Jacksonville,South,FUR-TA-10001768,Laptops,Lenovo,Hon Racetrack Conference Lenovo,945.036,6,-299.2614
CA-2018-165764,11/3/2018,SH-20395,Shahid Hopkins,Jacksonville,South,OFF-BI-10002982,Mobile Phones,iPhone,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,7,-10.4874
CA-2018-165764,11/3/2018,SH-20395,Shahid Hopkins,Jacksonville,South,FUR-FU-10001468,Laptops,Asus,Tenex Antistatic Computer Chair Mats,410.352,3,-51.294
CA-2019-121405,3/30/2019,FC-14335,Fred Chung,Chicago,Central,OFF-PA-10001838,Mobile Phones,Pixel,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,8.526
CA-2019-121405,3/30/2019,FC-14335,Fred Chung,Chicago,Central,TEC-PH-10002890,Cameras ,Sony,AT&T 17929 Lendline Telephone,180.96,5,13.572
US-2017-116897,5/27/2017,JG-15160,James Galang,Pocatello,West,FUR-FU-10004963,Laptops,Asus,"Eldon 400 Class Desk Nikon, Black Carbon",35,4,14.7
US-2017-116897,5/27/2017,JG-15160,James Galang,Pocatello,West,OFF-ST-10000025,Mobile Phones,OnePlus,Fellowes Stor/Drawer Steel Plus OnePlus Drawers,477.15,5,28.629
US-2017-116897,5/27/2017,JG-15160,James Galang,Pocatello,West,TEC-PH-10004389,Cameras ,Sony,Nokia Lumia 925,302.376,3,22.6782
US-2017-113992,12/14/2017,LC-16885,Lena Creighton,Plano,Central,FUR-TA-10000577,Laptops,Lenovo,Bretford CR4500 Series Slim Rectangular Table,974.988,4,-97.4988
CA-2018-166891,10/4/2018,CC-12220,Chris Cortes,New York City,East,FUR-CH-10003298,Laptops,HP,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,-6.549
CA-2016-101161,10/13/2016,BW-11110,BLG Watters,New York City,East,OFF-AR-10001860,Mobile Phones,LG,BIC Liqua Brite Liner,34.7,5,12.492
CA-2016-101161,10/13/2016,BW-11110,BLG Watters,New York City,East,OFF-ST-10003123,Mobile Phones,OnePlus,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,23.9688
CA-2016-101161,10/13/2016,BW-11110,BLG Watters,New York City,East,OFF-PA-10001295,Mobile Phones,Pixel,Computer Printout Pixelwith Letter-Trim Perforations,37.94,2,18.2112
CA-2016-101161,10/13/2016,BW-11110,BLG Watters,New York City,East,OFF-LA-10000407,Mobile Phones,HTC,Avery White Multi-Purpose HTC,24.9,5,11.454
CA-2016-101161,10/13/2016,BW-11110,BLG Watters,New York City,East,FUR-FU-10003535,Laptops,Asus,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,33.7266
CA-2019-151785,3/5/2019,JJ-15445,Jennifer Jackson,Chicago,Central,OFF-FA-10000611,Mobile Phones,Nokia,Binder Clips by OIC,7.104,6,2.4864
US-2017-119816,3/4/2017,TT-21460,Tonja Turnell,Houston,Central,FUR-FU-10004848,Laptops,Asus,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,-77.625
US-2017-119816,3/4/2017,TT-21460,Tonja Turnell,Houston,Central,OFF-LA-10002381,Mobile Phones,HTC,Avery 497,2.464,1,0.8624
US-2017-119816,3/4/2017,TT-21460,Tonja Turnell,Houston,Central,OFF-ST-10000918,Mobile Phones,OnePlus,Crate-A-Files,8.72,1,0.654
CA-2019-156510,9/25/2019,EH-13990,Erica Hackney,Meriden,East,OFF-BI-10000822,Mobile Phones,iPhone,"Acco PRESSTEX Data Binder with OnePlus Hooks, Light Blue, 9 1/2"" X 11""",10.76,2,5.1648
CA-2019-156510,9/25/2019,EH-13990,Erica Hackney,Meriden,East,OFF-PA-10002222,Mobile Phones,Pixel,"Xerox Color Copier Pixel, 11"" x 17"", Ream",45.68,2,21.0128
CA-2019-156510,9/25/2019,EH-13990,Erica Hackney,Meriden,East,OFF-AR-10004930,Mobile Phones,LG,Turquoise Lead Holder with Pocket Clip,6.7,1,2.211
US-2019-110261,12/19/2019,PR-18880,Patrick Ryan,Glenview,Central,TEC-PH-10001750,Cameras ,Sony,Samsung Rugby III,158.376,3,13.8579
CA-2019-125710,10/8/2019,BT-11680,Brian Thompson,Houston,Central,OFF-AR-10000657,Mobile Phones,LG,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2,0.559
CA-2017-161102,7/31/2017,EC-14050,Erin Creighton,San Francisco,West,OFF-ST-10003442,Mobile Phones,OnePlus,Eldon Portable Mobile Manager,56.56,2,15.2712
CA-2017-161102,7/31/2017,EC-14050,Erin Creighton,San Francisco,West,FUR-FU-10003142,Laptops,Asus,"Master Big Foot Doorstop, Beige",36.96,7,11.4576
CA-2018-110065,8/5/2018,SP-20650,Stephanie Phelps,New York City,East,TEC-PH-10002468,Cameras ,Sony,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,1,36.7173
CA-2018-110065,8/5/2018,SP-20650,Stephanie Phelps,New York City,East,OFF-AR-10004165,Mobile Phones,LG,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,7.0224
US-2017-133361,5/14/2017,AJ-10780,Anthony Jacobs,Baltimore,East,OFF-AR-10001919,Mobile Phones,LG,"OIC #2 Pencils, Medium Soft",3.76,2,1.0904
US-2017-133361,5/14/2017,AJ-10780,Anthony Jacobs,Baltimore,East,OFF-AR-10003045,Mobile Phones,LG,Prang Colored Pencils,14.7,5,6.615
US-2017-133361,5/14/2017,AJ-10780,Anthony Jacobs,Baltimore,East,OFF-AR-10003338,Mobile Phones,LG,"Eberhard Faber 3 1/2"" Golf Pencils",37.2,5,9.3
US-2017-133361,5/14/2017,AJ-10780,Anthony Jacobs,Baltimore,East,TEC-AC-10003280,Cameras ,Nikon,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,18.8937
US-2017-133361,5/14/2017,AJ-10780,Anthony Jacobs,Baltimore,East,FUR-CH-10003298,Laptops,HP,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2,23.5764
US-2017-133361,5/14/2017,AJ-10780,Anthony Jacobs,Baltimore,East,OFF-LA-10004544,Mobile Phones,HTC,Avery 505,74,5,37
US-2016-155404,9/22/2016,AS-10630,Ann Steele,Louisville,South,FUR-FU-10004586,Laptops,Asus,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,6.3744
CA-2019-114503,11/13/2019,AA-10375,Allen Armold,Lebanon,South,OFF-ST-10003572,Mobile Phones,OnePlus,Portfile Personal File Boxes,84.96,6,6.372
CA-2017-153080,5/22/2017,EH-13945,Eric Hoffmann,Los Angeles,West,TEC-AC-10002331,Cameras ,Nikon,"Maxell 74 Minute CDR, 10/Pack",68.46,7,25.3302
CA-2016-163804,12/2/2016,DB-13270,Deborah Brumfield,Providence,East,OFF-ST-10000142,Mobile Phones,OnePlus,Deluxe Rollaway Locking File with Drawer,2079.4,5,582.232
CA-2016-163804,12/2/2016,DB-13270,Deborah Brumfield,Providence,East,TEC-PH-10000441,Cameras ,Sony,VTech DS6151,629.95,5,176.386
CA-2016-163804,12/2/2016,DB-13270,Deborah Brumfield,Providence,East,FUR-FU-10004864,Laptops,Asus,Eldon 500 Class Desk Nikon,72.42,6,23.8986
CA-2019-108532,8/29/2019,CC-12100,Chad Cunningham,Detroit,Central,TEC-PH-10001750,Cameras ,Sony,Samsung Rugby III,131.98,2,35.6346
CA-2019-108532,8/29/2019,CC-12100,Chad Cunningham,Detroit,Central,TEC-AC-10004510,Cameras ,Nikon,Logitech Desktop MK120 Mouse and keyboard Combo,114.52,7,11.452
CA-2018-151897,6/6/2018,VT-21700,Valerie Takahito,Houston,Central,OFF-LA-10001074,Mobile Phones,HTC,Round Specialty Laser Printer HTC,100.24,10,33.831
CA-2016-113292,3/18/2016,DB-13060,Dave Brooks,Columbia,South,OFF-AP-10003590,Mobile Phones,Samsung,Hoover WindTunnel Plus Canister Vacuum,871.8,3,87.18
CA-2018-149524,1/14/2018,BS-11590,Brendan Sweed,Philadelphia,East,FUR-BO-10003433,Laptops,Dell,Sauder Cornerstone Collection Library,61.96,4,-53.2856
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,OFF-BI-10002432,Mobile Phones,iPhone,Wilson Jones Standard D-Ring iPhone,4.554,3,-3.4914
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,OFF-AP-10003622,Mobile Phones,Samsung,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,0.585
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,TEC-AC-10003832,Cameras ,Nikon,Logitech P710e Mobile Speakerphone,205.992,1,-2.5749
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,OFF-PA-10000809,Mobile Phones,Pixel,Xerox 206,15.552,3,5.4432
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,TEC-PH-10000441,Cameras ,Sony,VTech DS6151,503.96,5,50.396
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,OFF-AP-10002287,Mobile Phones,Samsung,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7,1.8354
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,FUR-BO-10002824,Laptops,Dell,Bush Mission Pointe Library,241.568,2,0
CA-2017-140872,6/3/2017,NR-18550,Nick Radford,Pembroke Pines,South,TEC-AC-10002942,Cameras ,Nikon,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2,-4.14
CA-2017-113908,6/3/2017,KN-16390,Katherine Nockton,New York City,East,FUR-TA-10001932,Laptops,Lenovo,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,-115.4304
CA-2017-113908,6/3/2017,KN-16390,Katherine Nockton,New York City,East,TEC-MA-10003173,Cameras ,Canon,Hewlett-Packard 300S Scientific Calculator,78.66,6,36.1836
CA-2017-113908,6/3/2017,KN-16390,Katherine Nockton,New York City,East,OFF-PA-10004156,Mobile Phones,Pixel,Xerox 188,45.36,4,22.2264
CA-2019-120621,3/21/2019,JW-16075,Julia West,Jacksonville,South,OFF-AP-10002945,Mobile Phones,Samsung,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4,156.338
CA-2019-120621,3/21/2019,JW-16075,Julia West,Jacksonville,South,OFF-BI-10000948,Mobile Phones,iPhone,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,-9.8463
CA-2019-120621,3/21/2019,JW-16075,Julia West,Jacksonville,South,OFF-PA-10002254,Mobile Phones,Pixel,Xerox 1883,295.456,14,96.0232
US-2017-148866,9/19/2017,JM-15535,Jessica Myrick,New York City,East,OFF-PA-10004782,Mobile Phones,Pixel,Xerox 228,32.4,5,15.552
CA-2018-149594,9/15/2018,MF-18250,Monica Federle,Philadelphia,East,FUR-FU-10000222,Laptops,Asus,"Seth Thomas 16"" Steel Case Clock",103.936,4,16.8896
CA-2016-113845,11/20/2016,FA-14230,Frank Atkinson,Orlando,South,FUR-BO-10004695,Laptops,Dell,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568,2,10.8588
CA-2016-113845,11/20/2016,FA-14230,Frank Atkinson,Orlando,South,OFF-ST-10003327,Mobile Phones,OnePlus,Akro-Mils 12-Gallon Tote,39.72,5,4.4685
CA-2016-113845,11/20/2016,FA-14230,Frank Atkinson,Orlando,South,TEC-PH-10003357,Cameras ,Sony,Grandstream GXP2100 Mainstream Business Phone,244.768,4,24.4768
CA-2017-111262,10/28/2017,KH-16510,Keith Herrera,Houston,Central,TEC-AC-10002167,Cameras ,Nikon,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,2,-2.7
CA-2017-111262,10/28/2017,KH-16510,Keith Herrera,Houston,Central,OFF-PA-10001937,Mobile Phones,Pixel,Xerox 21,15.552,3,5.4432
CA-2017-111262,10/28/2017,KH-16510,Keith Herrera,Houston,Central,TEC-AC-10004510,Cameras ,Nikon,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,-3.272
CA-2019-103135,7/24/2019,SS-20515,Shirley Schmidt,Louisville,South,FUR-FU-10001487,Laptops,Asus,"Eldon Expressions Wood and Plastic Desk Nikon, Cherry Wood",20.94,3,6.0726
CA-2019-103135,7/24/2019,SS-20515,Shirley Schmidt,Louisville,South,OFF-BI-10000069,Mobile Phones,iPhone,"GBC Prepunched Pixel, 19-Hole, for Binding Systems, 24-lb",135.09,9,62.1414
CA-2019-103135,7/24/2019,SS-20515,Shirley Schmidt,Louisville,South,TEC-AC-10003289,Cameras ,Nikon,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14,64.3678
CA-2019-103135,7/24/2019,SS-20515,Shirley Schmidt,Louisville,South,OFF-BI-10000069,Mobile Phones,iPhone,"GBC Prepunched Pixel, 19-Hole, for Binding Systems, 24-lb",90.06,6,41.4276
CA-2018-129147,11/2/2018,LC-17050,Liz Carlisle,Medina,East,TEC-PH-10001299,Cameras ,Sony,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,-107.9928
CA-2018-129147,11/2/2018,LC-17050,Liz Carlisle,Medina,East,TEC-PH-10001552,Cameras ,Sony,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7,-10.0464
CA-2018-129147,11/2/2018,LC-17050,Liz Carlisle,Medina,East,OFF-BI-10001098,Mobile Phones,iPhone,Acco D-Ring Binder w/DublLock,19.242,3,-13.4694
CA-2017-128265,11/17/2017,VW-21775,Victoria Wilson,New York City,East,OFF-ST-10000142,Mobile Phones,OnePlus,Deluxe Rollaway Locking File with Drawer,1247.64,3,349.3392
CA-2016-152331,6/26/2016,LD-16855,Lela Donovan,Chicago,Central,OFF-AR-10001547,Mobile Phones,LG,Newell 311,5.304,3,0.4641
US-2016-128909,10/9/2016,SP-20545,Sibella Parks,Philadelphia,East,OFF-PA-10001593,Mobile Phones,Pixel,Xerox 1947,19.136,4,5.98
US-2016-128909,10/9/2016,SP-20545,Sibella Parks,Philadelphia,East,FUR-FU-10004071,Laptops,Asus,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832,4,-24.9624
CA-2017-102197,12/20/2017,DK-13150,David Kendrick,New York City,East,OFF-PA-10001970,Mobile Phones,Pixel,Xerox 1908,279.9,5,137.151
CA-2017-102197,12/20/2017,DK-13150,David Kendrick,New York City,East,OFF-BI-10001524,Mobile Phones,iPhone,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,17.6232
CA-2017-102197,12/20/2017,DK-13150,David Kendrick,New York City,East,OFF-PA-10004156,Mobile Phones,Pixel,Xerox 188,34.02,3,16.6698
CA-2017-167640,3/6/2017,FC-14245,Frank Carlisle,San Francisco,West,OFF-AR-10003158,Mobile Phones,LG,Fluorescent Highlighters by Dixon,23.88,6,8.1192
CA-2017-167640,3/6/2017,FC-14245,Frank Carlisle,San Francisco,West,OFF-LA-10004559,Mobile Phones,HTC,Avery 49,11.52,4,5.6448
CA-2017-167640,3/6/2017,FC-14245,Frank Carlisle,San Francisco,West,OFF-PA-10001033,Mobile Phones,Pixel,Xerox 1893,286.93,7,140.5957
CA-2017-167640,3/6/2017,FC-14245,Frank Carlisle,San Francisco,West,TEC-PH-10001336,Cameras ,Sony,Digium D40 VoIP phone,206.384,2,23.2182
US-2017-116652,9/15/2017,RD-19480,Rick Duston,San Francisco,West,FUR-CH-10002961,Laptops,HP,"Leather Task Chair, Black",218.352,3,0
US-2017-116652,9/15/2017,RD-19480,Rick Duston,San Francisco,West,FUR-FU-10001488,Laptops,Asus,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5,105.98
US-2017-116652,9/15/2017,RD-19480,Rick Duston,San Francisco,West,OFF-AR-10001915,Mobile Phones,LG,Peel-Off China Markers,99.3,10,41.706
US-2017-116652,9/15/2017,RD-19480,Rick Duston,San Francisco,West,OFF-AP-10001205,Mobile Phones,Samsung,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2,30.5088
US-2017-116652,9/15/2017,RD-19480,Rick Duston,San Francisco,West,OFF-BI-10004528,Mobile Phones,iPhone,Cardinal Poly Pocket Divider Pockets for Ring iPhone,2.688,1,0.84
CA-2017-138289,1/16/2017,AR-10540,Andy Reiter,Jackson,Central,OFF-BI-10004995,Mobile Phones,iPhone,GBC DocuBind P400 Electric Binding System,5443.96,4,2504.2216
CA-2017-138289,1/16/2017,AR-10540,Andy Reiter,Jackson,Central,FUR-CH-10004626,Laptops,HP,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,72.6408
CA-2017-138289,1/16/2017,AR-10540,Andy Reiter,Jackson,Central,OFF-PA-10001260,Mobile Phones,Pixel,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7,25.2315
CA-2016-129308,7/7/2016,CC-12100,Chad Cunningham,Philadelphia,East,OFF-LA-10002945,Mobile Phones,HTC,"Permanent Self-Adhesive File Folder HTC for Typewriters, 1 1/8 x 3 1/2, White",10.08,2,3.276
CA-2016-129308,7/7/2016,CC-12100,Chad Cunningham,Philadelphia,East,TEC-PH-10002310,Cameras ,Sony,Panasonic KX T7731-B Digital phone,59.994,1,-12.9987
CA-2016-129308,7/7/2016,CC-12100,Chad Cunningham,Philadelphia,East,OFF-BI-10001525,Mobile Phones,iPhone,"Acco Pressboard Covers with OnePlus Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,-4.7625
CA-2016-129308,7/7/2016,CC-12100,Chad Cunningham,Philadelphia,East,OFF-BI-10001308,Mobile Phones,iPhone,GBC Standard Plastic Binding Systems' Combs,9.42,5,-7.85
CA-2016-157791,12/23/2016,CA-11965,Carol Adams,Warwick,East,TEC-CO-10002095,Cameras ,GoPro,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,4,899.982
CA-2018-146864,12/22/2018,BT-11530,Bradley Talbott,New York City,East,OFF-ST-10004946,Mobile Phones,OnePlus,Desktop 3-Pocket Hot File,216.4,4,56.264
CA-2018-103744,2/23/2018,MG-17875,Michael Grace,El Paso,Central,OFF-LA-10004425,Mobile Phones,HTC,Staple-on HTC,6.936,3,2.3409
CA-2018-103744,2/23/2018,MG-17875,Michael Grace,El Paso,Central,OFF-BI-10000320,Mobile Phones,iPhone,GBC Plastic Binding Combs,4.428,3,-6.8634
US-2017-107384,12/4/2017,TP-21130,Theone Pippenger,Rochester,Central,OFF-AR-10001315,Mobile Phones,LG,Newell 310,8.8,5,2.552
US-2017-107384,12/4/2017,TP-21130,Theone Pippenger,Rochester,Central,TEC-AC-10004595,Cameras ,Nikon,First Data TMFD35 PIN Pad,142.8,1,29.988
US-2017-107384,12/4/2017,TP-21130,Theone Pippenger,Rochester,Central,TEC-AC-10001539,Cameras ,Nikon,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Cameras ,399.95,5,143.982
CA-2018-128209,11/17/2018,GT-14710,Greg Tran,Buffalo,East,OFF-BI-10001359,Mobile Phones,iPhone,GBC DocuBind TL300 Electric Binding System,2152.776,3,726.5619
CA-2018-128209,11/17/2018,GT-14710,Greg Tran,Buffalo,East,FUR-BO-10002213,Laptops,Dell,DMI Eclipse Executive Suite Dell,4007.84,10,-50.098
CA-2018-169684,10/20/2018,FH-14365,Fred Hopkins,Knoxville,South,FUR-TA-10003008,Laptops,Lenovo,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,-147.8655
CA-2018-169684,10/20/2018,FH-14365,Fred Hopkins,Knoxville,South,OFF-ST-10000934,Mobile Phones,OnePlus,"Contico 72""H Heavy-Duty OnePlus System",98.352,3,-24.588
CA-2019-109862,10/25/2019,HK-14890,Heather Kirkland,Newark,East,TEC-PH-10004042,Cameras ,Sony,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,1,41.3374
CA-2019-109862,10/25/2019,HK-14890,Heather Kirkland,Newark,East,FUR-CH-10002439,Laptops,HP,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1,5,75.686
US-2017-107888,11/16/2017,CC-12220,Chris Cortes,Seattle,West,OFF-PA-10001363,Mobile Phones,Pixel,Xerox 1933,73.68,6,34.6296
US-2017-107888,11/16/2017,CC-12220,Chris Cortes,Seattle,West,FUR-FU-10003394,Laptops,Asus,"Tenex ""The Solids"" Textured Chair Mats",139.92,2,23.7864
US-2017-107888,11/16/2017,CC-12220,Chris Cortes,Seattle,West,TEC-PH-10003171,Cameras ,Sony,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,10.788
US-2017-107888,11/16/2017,CC-12220,Chris Cortes,Seattle,West,OFF-ST-10003123,Mobile Phones,OnePlus,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,7.9896
US-2017-154872,5/14/2017,DP-13000,Darren Powers,Cleveland,East,OFF-BI-10003007,Mobile Phones,iPhone,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17,5,-46.536
US-2017-154872,5/14/2017,DP-13000,Darren Powers,Cleveland,East,OFF-LA-10000973,Mobile Phones,HTC,Avery 502,5.04,2,1.764
US-2017-154872,5/14/2017,DP-13000,Darren Powers,Cleveland,East,OFF-PA-10000483,Mobile Phones,Pixel,Xerox 19,24.784,1,7.745
CA-2018-113880,3/1/2018,VF-21715,Vicky Freymann,Elmhurst,Central,FUR-CH-10000863,Laptops,HP,Novimex Swivel Fabric Task Chair,634.116,6,-172.1172
CA-2018-113880,3/1/2018,VF-21715,Vicky Freymann,Elmhurst,Central,OFF-PA-10003036,Mobile Phones,Pixel,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,5.6784
US-2019-164966,7/30/2019,GH-14410,Gary Hansen,Lakeville,Central,FUR-CH-10002304,Laptops,HP,"Global Stack Chair without Arms, Black",155.88,6,38.97
CA-2019-126739,11/1/2019,JH-16180,Justin Hirsh,New York City,East,FUR-CH-10000422,Laptops,HP,Global Highback Leather Tilter in Burgundy,327.564,4,21.8376
CA-2017-161578,12/16/2017,RB-19465,Rick Bensley,Los Angeles,West,OFF-PA-10002986,Mobile Phones,Pixel,Xerox 1898,13.36,2,6.4128
CA-2017-161578,12/16/2017,RB-19465,Rick Bensley,Los Angeles,West,OFF-ST-10002289,Mobile Phones,OnePlus,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.945
CA-2018-137092,10/20/2018,LS-16975,Lindsay Shagiari,Chicago,Central,TEC-AC-10001606,Cameras ,Nikon,Logitech Wireless Performance Mouse MX for PC and Mac,319.968,4,71.9928
CA-2018-137092,10/20/2018,LS-16975,Lindsay Shagiari,Chicago,Central,OFF-ST-10003805,Mobile Phones,OnePlus,"24 Capacity Maxi Data Binder Racks, Pearl",505.32,3,31.5825
CA-2018-137092,10/20/2018,LS-16975,Lindsay Shagiari,Chicago,Central,OFF-PA-10002109,Mobile Phones,Pixel,Wirebound Voice Message Log Book,3.808,1,1.2376
CA-2018-137092,10/20/2018,LS-16975,Lindsay Shagiari,Chicago,Central,OFF-BI-10000632,Mobile Phones,iPhone,Satellite Sectional Post iPhone,8.682,1,-14.7594
CA-2018-137092,10/20/2018,LS-16975,Lindsay Shagiari,Chicago,Central,OFF-LA-10003510,Mobile Phones,HTC,"Avery 4027 File Folder HTC for Dot Matrix Printers, 5000 HTC per Box, White",24.424,1,7.9378
CA-2019-166947,6/5/2019,EB-13750,Edward Becker,Buffalo,East,FUR-CH-10004997,Laptops,HP,Hon Every-Day Series Multi-Task HP,1522.638,9,169.182
CA-2016-160941,7/21/2016,DK-12835,Damala Kotsonis,Roseville,West,OFF-EN-10003001,Mobile Phones,Motorola ,Ames Color-File Green Diamond Border X-ray Mailers,419.9,5,197.353
CA-2016-160941,7/21/2016,DK-12835,Damala Kotsonis,Roseville,West,OFF-LA-10003766,Mobile Phones,HTC,Self-Adhesive Removable HTC,3.15,1,1.512
CA-2017-144680,3/31/2017,SC-20260,Scott Cohen,Arlington,Central,OFF-AP-10003040,Mobile Phones,Samsung,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,5,-90.774
CA-2018-166086,5/7/2018,CT-11995,Carol Triggs,Lawrence,East,OFF-BI-10001078,Mobile Phones,iPhone,"Acco PRESSTEX Data Binder with OnePlus Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3,7.9086
